Date,Issuer,Count
2017-01-21,Citibank®,46
2017-01-21,USAA SAVINGS BANK,14
2017-01-21,Regions Bank,32
2017-01-21,TD Bank,33
2017-01-21,Fifth Third Bank,24
2017-01-21,Elan Financial Services Fidelity,13
2017-01-22,listing below.  There is no,120
2017-01-22,Citi\u00AE,52
2017-01-22,American Express,144
2017-01-22,U.S. Bank,62
2017-01-22,Wells Fargo Bank,247
2017-01-22,Chase,472
2017-01-22,PNC BANK,73
2017-01-22,Capital One,111
2017-01-22,NAVY FEDERAL CREDIT UNION,66
2017-01-22,Bank of America,415
2017-01-22,KeyBank,9
2017-01-22,SunTrust,17
2017-01-22,USAA Federal Savings Bank,39
2017-01-22,Citibank,22
2017-01-22,Regions Bank,20
2017-01-22,Elan Financial Services Fidelity,8
2017-01-22,BRANCH BANKING and TRUST CO,12
2017-01-22,TD Bank,28
2017-01-22,Citibank®,28
2017-01-22,Fifth Third Bank,15
2017-01-23,Capital One,266
2017-01-23,Citi\u00AE,72
2017-01-23,Chase,532
2017-01-23,NAVY FEDERAL CREDIT UNION,64
2017-01-23,U.S. Bank,102
2017-01-23,Fifth Third Bank,61
2017-01-23,Bank of America,557
2017-01-23,American Express,144
2017-01-23,listing below.  There is no,137
2017-01-23,Wells Fargo Bank,374
2017-01-23,KeyBank,40
2017-01-23,Citibank,24
2017-01-23,Elan Financial Services Fidelity,21
2017-01-23,Regions Bank,24
2017-01-23,BRANCH BANKING and TRUST CO,16
2017-01-23,SunTrust,49
2017-01-23,USAA Federal Savings Bank,38
2017-01-23,Citibank®,47
2017-01-23,PNC BANK,55
2017-01-23,TD Bank,21
2017-01-24,PNC BANK,52
2017-01-24,listing below.  There is no,100
2017-01-24,Bank of America,438
2017-01-24,NAVY FEDERAL CREDIT UNION,55
2017-01-24,American Express,125
2017-01-24,Chase,416
2017-01-24,U.S. Bank,74
2017-01-24,Citi\u00AE,41
2017-01-24,Wells Fargo Bank,226
2017-01-24,Capital One,140
2017-01-24,Citibank®,32
2017-01-24,USAA SAVINGS BANK,10
2017-01-24,USAA Federal Savings Bank,36
2017-01-24,SunTrust,17
2017-01-24,BRANCH BANKING and TRUST CO,13
2017-01-24,Regions Bank,21
2017-01-24,Elan Financial Services Fidelity,8
2017-01-24,Citibank,26
2017-01-24,TD Bank,28
2017-01-24,Fifth Third Bank,13
2017-01-25,NAVY FEDERAL CREDIT UNION,41
2017-01-25,Bank of America,404
2017-01-25,Citi\u00AE,62
2017-01-25,Capital One,149
2017-01-25,listing below.  There is no,118
2017-01-25,PNC BANK,44
2017-01-25,Wells Fargo Bank,201
2017-01-25,Chase,385
2017-01-25,American Express,126
2017-01-25,U.S. Bank,68
2017-01-25,Elan Financial Services Fidelity,9
2017-01-25,Citibank®,27
2017-01-25,KeyBank,21
2017-01-25,USAA Federal Savings Bank,31
2017-01-25,SunTrust,32
2017-01-25,Citibank,23
2017-01-25,Regions Bank,25
2017-01-25,Fifth Third Bank,26
2017-01-25,Security Service Federal Credit Union,10
2017-01-25,TD Bank,31
2017-01-26,listing below.  There is no,103
2017-01-26,Bank of America,335
2017-01-26,Citi\u00AE,41
2017-01-26,Chase,355
2017-01-26,NAVY FEDERAL CREDIT UNION,67
2017-01-26,U.S. Bank,48
2017-01-26,Wells Fargo Bank,494
2017-01-26,American Express,96
2017-01-26,Capital One,95
2017-01-26,PNC BANK,47
2017-01-26,BRANCH BANKING and TRUST CO,14
2017-01-26,TD Bank,27
2017-01-26,SunTrust,16
2017-01-26,COMPASS BANK,8
2017-01-26,Citibank®,28
2017-01-26,Citibank,17
2017-01-26,Fifth Third Bank,9
2017-01-26,USAA Federal Savings Bank,38
2017-01-26,Regions Bank,15
2017-01-26,USAA SAVINGS BANK,11
2017-01-27,U.S. Bank,94
2017-01-27,NAVY FEDERAL CREDIT UNION,73
2017-01-27,Capital One,144
2017-01-27,Chase,565
2017-01-27,Wells Fargo Bank,314
2017-01-27,PNC BANK,62
2017-01-27,listing below.  There is no,154
2017-01-27,American Express,161
2017-01-27,Citi\u00AE,66
2017-01-27,Bank of America,571
2017-01-27,Elan Financial Services Fidelity,12
2017-01-27,Regions Bank,37
2017-01-27,Fifth Third Bank,23
2017-01-27,TD Bank,28
2017-01-27,Citibank,25
2017-01-27,SunTrust,21
2017-01-27,BRANCH BANKING and TRUST CO,17
2017-01-27,"Chase Bank USA, N.A.",14
2017-01-27,Citibank®,37
2017-01-27,USAA Federal Savings Bank,44
2017-01-28,Capital One,122
2017-01-28,Chase,496
2017-01-28,Bank of America,517
2017-01-28,U.S. Bank,98
2017-01-28,PNC BANK,57
2017-01-28,NAVY FEDERAL CREDIT UNION,62
2017-01-28,listing below.  There is no,134
2017-01-28,Wells Fargo Bank,571
2017-01-28,Citi\u00AE,54
2017-01-28,American Express,130
2017-01-28,Fifth Third Bank,17
2017-01-28,Citibank®,38
2017-01-28,TCF NATIONAL BANK,11
2017-01-28,Citibank,25
2017-01-28,BRANCH BANKING and TRUST CO,16
2017-01-28,Elan Financial Services Fidelity,16
2017-01-28,USAA Federal Savings Bank,44
2017-01-28,Regions Bank,22
2017-01-28,SunTrust,17
2017-01-28,TD Bank,35
2017-01-29,U.S. Bank,92
2017-01-29,Citi\u00AE,53
2017-01-29,Wells Fargo Bank,268
2017-01-29,PNC BANK,61
2017-01-29,listing below.  There is no,138
2017-01-29,Capital One,111
2017-01-29,Bank of America,403
2017-01-29,NAVY FEDERAL CREDIT UNION,64
2017-01-29,American Express,140
2017-01-29,Chase,495
2017-01-29,USAA Federal Savings Bank,29
2017-01-29,TD Bank,22
2017-01-29,USAA SAVINGS BANK,13
2017-01-29,BRANCH BANKING and TRUST CO,14
2017-01-29,Citibank,36
2017-01-29,Fifth Third Bank,11
2017-01-29,Citibank®,28
2017-01-29,Regions Bank,25
2017-01-29,Elan Financial Services Fidelity,14
2017-01-29,SunTrust,12
2017-01-30,American Express,159
2017-01-30,PNC BANK,57
2017-01-30,NAVY FEDERAL CREDIT UNION,56
2017-01-30,U.S. Bank,66
2017-01-30,listing below.  There is no,133
2017-01-30,Bank of America,558
2017-01-30,Capital One,154
2017-01-30,Chase,487
2017-01-30,Citi\u00AE,61
2017-01-30,Wells Fargo Bank,348
2017-01-30,TD Bank,36
2017-01-30,TCF NATIONAL BANK,11
2017-01-30,USAA SAVINGS BANK,11
2017-01-30,Fifth Third Bank,13
2017-01-30,Regions Bank,21
2017-01-30,Citibank,26
2017-01-30,SunTrust,24
2017-01-30,Citibank®,39
2017-01-30,BRANCH BANKING and TRUST CO,21
2017-01-30,USAA Federal Savings Bank,34
2017-01-31,SunTrust,81
2017-01-31,Citi\u00AE,75
2017-01-31,U.S. Bank,96
2017-01-31,American Express,136
2017-01-31,Wells Fargo Bank,255
2017-01-31,Chase,512
2017-01-31,Bank of America,569
2017-01-31,listing below.  There is no,132
2017-01-31,Capital One,328
2017-01-31,Fifth Third Bank,77
2017-01-31,KeyBank,47
2017-01-31,Citibank,31
2017-01-31,NAVY FEDERAL CREDIT UNION,65
2017-01-31,Security Service Federal Credit Union,21
2017-01-31,TD Bank,30
2017-01-31,USAA Federal Savings Bank,43
2017-01-31,Citibank®,53
2017-01-31,RBFCU,30
2017-01-31,Regions Bank,22
2017-01-31,PNC BANK,58
2017-02-01,Fifth Third Bank,67
2017-02-01,Wells Fargo Bank,507
2017-02-01,Capital One,246
2017-02-01,Bank of America,598
2017-02-01,Citi\u00AE,85
2017-02-01,Chase,557
2017-02-01,U.S. Bank,105
2017-02-01,American Express,181
2017-02-01,listing below.  There is no,128
2017-02-01,SunTrust,75
2017-02-01,Citibank®,44
2017-02-01,NAVY FEDERAL CREDIT UNION,67
2017-02-01,USAA Federal Savings Bank,55
2017-02-01,TD Bank,35
2017-02-01,KeyBank,33
2017-02-01,Citibank,23
2017-02-01,BRANCH BANKING and TRUST CO,18
2017-02-01,RBFCU,19
2017-02-01,PNC BANK,61
2017-02-01,Regions Bank,30
2017-02-02,American Express,182
2017-02-02,Citi\u00AE,62
2017-02-02,Wells Fargo Bank,429
2017-02-02,Chase,522
2017-02-02,NAVY FEDERAL CREDIT UNION,51
2017-02-02,PNC BANK,67
2017-02-02,Capital One,179
2017-02-02,listing below.  There is no,152
2017-02-02,U.S. Bank,90
2017-02-02,Bank of America,595
2017-02-02,State Employees' Credit Union,13
2017-02-02,Citibank,28
2017-02-02,KeyBank,12
2017-02-02,Fifth Third Bank,28
2017-02-02,BRANCH BANKING and TRUST CO,18
2017-02-02,TD Bank,35
2017-02-02,Citibank®,36
2017-02-02,SunTrust,31
2017-02-02,Regions Bank,32
2017-02-02,USAA Federal Savings Bank,40
2017-02-03,Capital One,125
2017-02-03,Citi\u00AE,47
2017-02-03,PNC BANK,64
2017-02-03,NAVY FEDERAL CREDIT UNION,49
2017-02-03,U.S. Bank,80
2017-02-03,listing below.  There is no,148
2017-02-03,Bank of America,629
2017-02-03,Wells Fargo Bank,399
2017-02-03,Chase,534
2017-02-03,American Express,158
2017-02-03,BRANCH BANKING and TRUST CO,14
2017-02-03,Citibank,25
2017-02-03,"Chase Bank USA, N.A.",19
2017-02-03,USAA Federal Savings Bank,36
2017-02-03,Regions Bank,32
2017-02-03,USAA SAVINGS BANK,12
2017-02-03,Citibank®,31
2017-02-03,Fifth Third Bank,21
2017-02-03,TD Bank,24
2017-02-03,SunTrust,16
2017-02-04,Wells Fargo Bank,331
2017-02-04,Citi\u00AE,58
2017-02-04,Chase,492
2017-02-04,American Express,130
2017-02-04,Capital One,124
2017-02-04,PNC BANK,67
2017-02-04,Bank of America,525
2017-02-04,U.S. Bank,78
2017-02-04,listing below.  There is no,145
2017-02-04,NAVY FEDERAL CREDIT UNION,63
2017-02-04,TD Bank,26
2017-02-04,Fifth Third Bank,16
2017-02-04,BRANCH BANKING and TRUST CO,15
2017-02-04,SunTrust,17
2017-02-04,Regions Bank,39
2017-02-04,USAA SAVINGS BANK,11
2017-02-04,Elan Financial Services Fidelity,13
2017-02-04,USAA Federal Savings Bank,49
2017-02-04,Citibank®,38
2017-02-04,Citibank,32
2017-02-05,Bank of America,419
2017-02-05,PNC BANK,47
2017-02-05,NAVY FEDERAL CREDIT UNION,50
2017-02-05,listing below.  There is no,122
2017-02-05,American Express,132
2017-02-05,Citi\u00AE,54
2017-02-05,Chase,399
2017-02-05,Wells Fargo Bank,218
2017-02-05,Capital One,97
2017-02-05,U.S. Bank,70
2017-02-05,Fifth Third Bank,15
2017-02-05,Citibank®,28
2017-02-05,Citibank,23
2017-02-05,Regions Bank,27
2017-02-05,State Employees' Credit Union,9
2017-02-05,TD Bank,26
2017-02-05,BRANCH BANKING and TRUST CO,10
2017-02-05,SunTrust,17
2017-02-05,USAA Federal Savings Bank,25
2017-02-05,"Chase Bank USA, N.A.",11
2017-02-06,Bank of America,558
2017-02-06,SunTrust,69
2017-02-06,Chase,514
2017-02-06,Wells Fargo Bank,376
2017-02-06,Citi\u00AE,79
2017-02-06,American Express,156
2017-02-06,U.S. Bank,78
2017-02-06,NAVY FEDERAL CREDIT UNION,68
2017-02-06,Capital One,271
2017-02-06,listing below.  There is no,142
2017-02-06,TD Bank,29
2017-02-06,Regions Bank,25
2017-02-06,Citibank,29
2017-02-06,PNC BANK,40
2017-02-06,USAA Federal Savings Bank,57
2017-02-06,Citibank®,48
2017-02-06,RBFCU,26
2017-02-06,People's United Bank,15
2017-02-06,Fifth Third Bank,58
2017-02-06,KeyBank,42
2017-02-07,Citi\u00AE,47
2017-02-07,Capital One,167
2017-02-07,Wells Fargo Bank,320
2017-02-07,Chase,522
2017-02-07,NAVY FEDERAL CREDIT UNION,70
2017-02-07,American Express,124
2017-02-07,Bank of America,575
2017-02-07,U.S. Bank,75
2017-02-07,PNC BANK,53
2017-02-07,listing below.  There is no,146
2017-02-07,KeyBank,20
2017-02-07,TD Bank,31
2017-02-07,Fifth Third Bank,30
2017-02-07,Citibank,28
2017-02-07,COMPASS BANK,13
2017-02-07,Regions Bank,25
2017-02-07,BRANCH BANKING and TRUST CO,16
2017-02-07,Citibank®,31
2017-02-07,SunTrust,36
2017-02-07,USAA Federal Savings Bank,44
2017-02-08,Citi\u00AE,53
2017-02-08,Elan Financial Services Fidelity,16
2017-02-08,NAVY FEDERAL CREDIT UNION,69
2017-02-08,Capital One,142
2017-02-08,Wells Fargo Bank,307
2017-02-08,American Express,178
2017-02-08,U.S. Bank,70
2017-02-08,Bank of America,589
2017-02-08,listing below.  There is no,141
2017-02-08,Chase,469
2017-02-08,Citibank®,38
2017-02-08,Fifth Third Bank,25
2017-02-08,TD Bank,27
2017-02-08,PNC BANK,64
2017-02-08,Regions Bank,29
2017-02-08,"Chase Bank USA, N.A.",17
2017-02-08,Citibank,25
2017-02-08,USAA Federal Savings Bank,39
2017-02-08,SunTrust,27
2017-02-08,USAA SAVINGS BANK,17
2017-02-09,Capital One,126
2017-02-09,PNC BANK,57
2017-02-09,American Express,160
2017-02-09,listing below.  There is no,148
2017-02-09,Wells Fargo Bank,377
2017-02-09,U.S. Bank,91
2017-02-09,Fifth Third Bank,14
2017-02-09,Chase,496
2017-02-09,Bank of America,519
2017-02-09,Citi\u00AE,51
2017-02-09,COMPASS BANK,9
2017-02-09,State Employees' Credit Union,12
2017-02-09,Citibank,34
2017-02-09,TD Bank,29
2017-02-09,SunTrust,15
2017-02-09,Citibank®,38
2017-02-09,USAA SAVINGS BANK,10
2017-02-09,NAVY FEDERAL CREDIT UNION,47
2017-02-09,Regions Bank,22
2017-02-09,USAA Federal Savings Bank,48
2017-02-10,Bank of America,568
2017-02-10,Wells Fargo Bank,270
2017-02-10,listing below.  There is no,164
2017-02-10,PNC BANK,61
2017-02-10,Citi\u00AE,68
2017-02-10,NAVY FEDERAL CREDIT UNION,68
2017-02-10,U.S. Bank,103
2017-02-10,American Express,172
2017-02-10,Chase,557
2017-02-10,Capital One,184
2017-02-10,Citibank®,37
2017-02-10,BRANCH BANKING and TRUST CO,20
2017-02-10,Fifth Third Bank,31
2017-02-10,SunTrust,42
2017-02-10,KeyBank,20
2017-02-10,TD Bank,36
2017-02-10,Citibank,35
2017-02-10,Regions Bank,33
2017-02-10,USAA Federal Savings Bank,41
2017-02-10,USAA SAVINGS BANK,13
2017-02-11,Bank of America,477
2017-02-11,Chase,477
2017-02-11,U.S. Bank,72
2017-02-11,NAVY FEDERAL CREDIT UNION,56
2017-02-11,PNC BANK,52
2017-02-11,Wells Fargo Bank,496
2017-02-11,Citi\u00AE,49
2017-02-11,listing below.  There is no,157
2017-02-11,Capital One,132
2017-02-11,Citibank®,27
2017-02-11,TD Bank,27
2017-02-11,Fifth Third Bank,12
2017-02-11,Citibank,24
2017-02-11,American Express,129
2017-02-11,SunTrust,19
2017-02-11,USAA Federal Savings Bank,43
2017-02-11,Golden 1 Credit Union,10
2017-02-11,"Chase Bank USA, N.A.",16
2017-02-11,Regions Bank,32
2017-02-11,KeyBank,9
2017-02-12,U.S. Bank,71
2017-02-12,Capital One,99
2017-02-12,Chase,451
2017-02-12,America First Credit Union,9
2017-02-12,NAVY FEDERAL CREDIT UNION,49
2017-02-12,PNC BANK,40
2017-02-12,Citi\u00AE,43
2017-02-12,listing below.  There is no,148
2017-02-12,Bank of America,415
2017-02-12,Wells Fargo Bank,243
2017-02-12,TD Bank,22
2017-02-12,Citibank,29
2017-02-12,American Express,131
2017-02-12,SunTrust,23
2017-02-12,Fifth Third Bank,14
2017-02-12,Citibank®,22
2017-02-12,BRANCH BANKING and TRUST CO,16
2017-02-12,Regions Bank,26
2017-02-12,COMPASS BANK,8
2017-02-12,USAA Federal Savings Bank,24
2017-02-13,Citi\u00AE,67
2017-02-13,American Express,130
2017-02-13,Capital One,91
2017-02-13,Wells Fargo Bank,344
2017-02-13,U.S. Bank,92
2017-02-13,listing below.  There is no,122
2017-02-13,NAVY FEDERAL CREDIT UNION,60
2017-02-13,Bank of America,508
2017-02-13,PNC BANK,57
2017-02-13,Chase,474
2017-02-13,Fifth Third Bank,16
2017-02-13,Citibank®,30
2017-02-13,Citibank,23
2017-02-13,BRANCH BANKING and TRUST CO,18
2017-02-13,Elan Financial Services Fidelity,18
2017-02-13,TD Bank,32
2017-02-13,Regions Bank,32
2017-02-13,SunTrust,11
2017-02-13,State Employees' Credit Union,10
2017-02-13,USAA Federal Savings Bank,37
2017-02-14,Capital One,88
2017-02-14,Bank of America,478
2017-02-14,American Express,117
2017-02-14,Wells Fargo Bank,316
2017-02-14,listing below.  There is no,121
2017-02-14,PNC BANK,49
2017-02-14,U.S. Bank,75
2017-02-14,Citi\u00AE,56
2017-02-14,Chase,452
2017-02-14,NAVY FEDERAL CREDIT UNION,46
2017-02-14,Citibank®,30
2017-02-14,"Chase Bank USA, N.A.",11
2017-02-14,SunTrust,12
2017-02-14,USAA Federal Savings Bank,44
2017-02-14,Elan Financial Services Fidelity,11
2017-02-14,TCF NATIONAL BANK,11
2017-02-14,Regions Bank,24
2017-02-14,TD Bank,17
2017-02-14,Citibank,25
2017-02-14,BRANCH BANKING and TRUST CO,11
2017-02-15,Bank of America,359
2017-02-15,Chase,512
2017-02-15,listing below.  There is no,97
2017-02-15,Capital One,80
2017-02-15,U.S. Bank,46
2017-02-15,PNC BANK,47
2017-02-15,Wells Fargo Bank,269
2017-02-15,American Express,99
2017-02-15,NAVY FEDERAL CREDIT UNION,41
2017-02-15,Citi\u00AE,29
2017-02-15,Citibank,26
2017-02-15,Citibank®,24
2017-02-15,BRANCH BANKING and TRUST CO,8
2017-02-15,Golden 1 Credit Union,8
2017-02-15,COMPASS BANK,10
2017-02-15,Regions Bank,13
2017-02-15,USAA Federal Savings Bank,28
2017-02-15,USAA SAVINGS BANK,11
2017-02-15,SunTrust,9
2017-02-15,TD Bank,17
2017-02-16,American Express,127
2017-02-16,Bank of America,568
2017-02-16,U.S. Bank,100
2017-02-16,SunTrust,104
2017-02-16,Capital One,394
2017-02-16,Wells Fargo Bank,398
2017-02-16,Fifth Third Bank,102
2017-02-16,Citibank,167
2017-02-16,Chase,555
2017-02-16,listing below.  There is no,116
2017-02-16,Associated Bank,23
2017-02-16,Navy Federal Credit Union,56
2017-02-16,TD Bank,18
2017-02-16,Regions Bank,33
2017-02-16,KeyBank,57
2017-02-16,USAA Federal Savings Bank,43
2017-02-16,Elan Financial Services Fidelity,15
2017-02-16,Security Service Federal Credit Union,23
2017-02-16,PNC BANK,51
2017-02-16,Rockford Bell Credit Union,37
2017-02-17,Citibank,138
2017-02-17,Bank of America,553
2017-02-17,listing below.  There is no,151
2017-02-17,Capital One,137
2017-02-17,U.S. Bank,92
2017-02-17,USAA Federal Savings Bank,60
2017-02-17,Chase,535
2017-02-17,Wells Fargo Bank,394
2017-02-17,Navy Federal Credit Union,65
2017-02-17,American Express,148
2017-02-17,SunTrust,16
2017-02-17,"Chase Bank USA, N.A.",15
2017-02-17,Elan Financial Services Fidelity,7
2017-02-17,BBVA Compass,7
2017-02-17,Fifth Third Bank,9
2017-02-17,PNC BANK,53
2017-02-17,TFC Bank,11
2017-02-17,Regions Bank,33
2017-02-17,TD Bank,27
2017-02-17,KeyBank,13
2017-02-18,Chase,601
2017-02-18,Capital One,158
2017-02-18,U.S. Bank,86
2017-02-18,Bank of America,533
2017-02-18,Wells Fargo Bank,376
2017-02-18,American Express,185
2017-02-18,Citibank,144
2017-02-18,Navy Federal Credit Union,65
2017-02-18,PNC BANK,77
2017-02-18,listing below.  There is no,193
2017-02-18,"Chase Bank USA, N.A.",11
2017-02-18,BBVA Compass,18
2017-02-18,USAA Federal Savings Bank,53
2017-02-18,TD Bank,34
2017-02-18,BB&T Bank,19
2017-02-18,Elan Financial Services Fidelity,10
2017-02-18,SunTrust,38
2017-02-18,America First Credit Union,9
2017-02-18,Fifth Third Bank,22
2017-02-18,Regions Bank,22
2017-02-19,American Express,175
2017-02-19,Bank of America,490
2017-02-19,Navy Federal Credit Union,57
2017-02-19,U.S. Bank,89
2017-02-19,Capital One,158
2017-02-19,PNC BANK,66
2017-02-19,listing below.  There is no,159
2017-02-19,Citibank,121
2017-02-19,Chase,558
2017-02-19,Wells Fargo Bank,276
2017-02-19,"PNC Bank, N.A.",13
2017-02-19,USAA Federal Savings Bank,50
2017-02-19,State Employees Credit Union,14
2017-02-19,SunTrust,23
2017-02-19,KeyBank,11
2017-02-19,BBVA Compass,14
2017-02-19,Regions Bank,20
2017-02-19,BB&T Bank,22
2017-02-19,TD Bank,37
2017-02-19,Elan Financial Services Fidelity,11
2017-02-20,Capital One,161
2017-02-20,Navy Federal Credit Union,68
2017-02-20,Bank of America,533
2017-02-20,PNC BANK,80
2017-02-20,listing below.  There is no,188
2017-02-20,Chase,720
2017-02-20,American Express,179
2017-02-20,U.S. Bank,91
2017-02-20,Wells Fargo Bank,424
2017-02-20,Citibank,154
2017-02-20,TFC Bank,12
2017-02-20,Elan Financial Services Fidelity,17
2017-02-20,KeyBank,10
2017-02-20,State Employees Credit Union,10
2017-02-20,TD Bank,39
2017-02-20,"Chase Bank USA, N.A.",15
2017-02-20,Regions Bank,41
2017-02-20,USAA Federal Savings Bank,60
2017-02-20,Fifth Third Bank,10
2017-02-20,SunTrust,22
2017-02-21,Chase,876
2017-02-21,Wells Fargo Bank,362
2017-02-21,Citibank,143
2017-02-21,American Express,222
2017-02-21,Navy Federal Credit Union,95
2017-02-21,PNC BANK,68
2017-02-21,U.S. Bank,116
2017-02-21,Capital One,146
2017-02-21,Bank of America,670
2017-02-21,listing below.  There is no,195
2017-02-21,USAA Federal Savings Bank,67
2017-02-21,TD Bank,46
2017-02-21,Golden 1 Credit Union,10
2017-02-21,BBVA Compass,16
2017-02-21,TFC Bank,13
2017-02-21,Fifth Third Bank,14
2017-02-21,Elan Financial Services Fidelity,15
2017-02-21,Regions Bank,32
2017-02-21,SunTrust,30
2017-02-21,BB&T Bank,26
2017-02-22,listing below.  There is no,198
2017-02-22,Wells Fargo Bank,665
2017-02-22,PNC BANK,85
2017-02-22,Bank of America,750
2017-02-22,American Express,243
2017-02-22,Chase,868
2017-02-22,U.S. Bank,123
2017-02-22,Capital One,178
2017-02-22,Navy Federal Credit Union,112
2017-02-22,State Employees Credit Union,17
2017-02-22,USAA Federal Savings Bank,59
2017-02-22,Elan Financial Services Fidelity,16
2017-02-22,SunTrust,35
2017-02-22,America First Credit Union,14
2017-02-22,Regions Bank,33
2017-02-22,Fifth Third Bank,18
2017-02-22,TD Bank,45
2017-02-22,Citibank,178
2017-02-22,TFC Bank,19
2017-02-22,BB&T Bank,22
2017-02-23,Chase,995
2017-02-23,American Express,266
2017-02-23,U.S. Bank,153
2017-02-23,Citibank,211
2017-02-23,Navy Federal Credit Union,130
2017-02-23,listing below.  There is no,245
2017-02-23,Bank of America,726
2017-02-23,Wells Fargo Bank,631
2017-02-23,Capital One,252
2017-02-23,PNC BANK,110
2017-02-23,TFC Bank,24
2017-02-23,TD Bank,55
2017-02-23,"Chase Bank USA, N.A.",17
2017-02-23,Elan Financial Services Fidelity,17
2017-02-23,SunTrust,42
2017-02-23,Regions Bank,42
2017-02-23,USAA Federal Savings Bank,106
2017-02-23,BB&T Bank,28
2017-02-23,State Employees Credit Union,16
2017-02-23,Fifth Third Bank,24
2017-02-24,Chase,923
2017-02-24,U.S. Bank,158
2017-02-24,Navy Federal Credit Union,132
2017-02-24,Bank of America,918
2017-02-24,Wells Fargo Bank,643
2017-02-24,American Express,275
2017-02-24,Capital One,526
2017-02-24,listing below.  There is no,257
2017-02-24,Citibank,271
2017-02-24,Fifth Third Bank,127
2017-02-24,Rockford Bell Credit Union,59
2017-02-24,USAA Federal Savings Bank,75
2017-02-24,Regions Bank,42
2017-02-24,KeyBank,71
2017-02-24,PNC BANK,92
2017-02-24,Elan Financial Services Fidelity,28
2017-02-24,BB&T Bank,31
2017-02-24,SunTrust,113
2017-02-24,TD Bank,55
2017-02-24,Security Service Federal Credit Union,29
2017-02-25,Chase,985
2017-02-25,Capital One,226
2017-02-25,Bank of America,767
2017-02-25,listing below.  There is no,265
2017-02-25,Navy Federal Credit Union,122
2017-02-25,U.S. Bank,129
2017-02-25,PNC BANK,119
2017-02-25,Citibank,215
2017-02-25,American Express,283
2017-02-25,Wells Fargo Bank,599
2017-02-25,BB&T Bank,31
2017-02-25,TD Bank,74
2017-02-25,"Chase Bank USA, N.A.",19
2017-02-25,Elan Financial Services Fidelity,22
2017-02-25,USAA Federal Savings Bank,75
2017-02-25,SunTrust,34
2017-02-25,Regions Bank,47
2017-02-25,State Employees Credit Union,17
2017-02-25,Fifth Third Bank,26
2017-02-25,TFC Bank,21
2017-02-26,American Express,230
2017-02-26,Capital One,185
2017-02-26,Chase,921
2017-02-26,PNC BANK,81
2017-02-26,Navy Federal Credit Union,112
2017-02-26,Elan Financial Services Fidelity,15
2017-02-26,Wells Fargo Bank,424
2017-02-26,U.S. Bank,124
2017-02-26,Bank of America,705
2017-02-26,Citibank,193
2017-02-26,USAA Federal Savings Bank,62
2017-02-26,listing below.  There is no,243
2017-02-26,TFC Bank,16
2017-02-26,TD Bank,50
2017-02-26,Fifth Third Bank,22
2017-02-26,SunTrust,27
2017-02-26,BB&T Bank,19
2017-02-26,Regions Bank,42
2017-02-26,BBVA Compass,16
2017-02-26,KeyBank,17
2017-02-27,Capital One,217
2017-02-27,Chase,987
2017-02-27,Citibank,206
2017-02-27,U.S. Bank,128
2017-02-27,PNC BANK,100
2017-02-27,Navy Federal Credit Union,105
2017-02-27,Bank of America,850
2017-02-27,listing below.  There is no,261
2017-02-27,Wells Fargo Bank,600
2017-02-27,American Express,263
2017-02-27,TFC Bank,19
2017-02-27,Elan Financial Services Fidelity,22
2017-02-27,SunTrust,26
2017-02-27,Fifth Third Bank,18
2017-02-27,State Employees Credit Union,18
2017-02-27,USAA Federal Savings Bank,74
2017-02-27,BB&T Bank,27
2017-02-27,KeyBank,19
2017-02-27,Regions Bank,59
2017-02-27,TD Bank,65
2017-02-28,listing below.  There is no,280
2017-02-28,American Express,273
2017-02-28,Navy Federal Credit Union,123
2017-02-28,Wells Fargo Bank,491
2017-02-28,Capital One,219
2017-02-28,Bank of America,968
2017-02-28,U.S. Bank,142
2017-02-28,Citibank,189
2017-02-28,PNC BANK,126
2017-02-28,Chase,977
2017-02-28,BBVA Compass,17
2017-02-28,State Employees Credit Union,23
2017-02-28,BB&T Bank,27
2017-02-28,TFC Bank,18
2017-02-28,Fifth Third Bank,22
2017-02-28,USAA Federal Savings Bank,78
2017-02-28,Regions Bank,47
2017-02-28,SunTrust,36
2017-02-28,America First Credit Union,14
2017-02-28,TD Bank,56
2017-03-01,Chase,942
2017-03-01,Citibank,251
2017-03-01,SunTrust,130
2017-03-01,Capital One,430
2017-03-01,Bank of America,920
2017-03-01,Fifth Third Bank,128
2017-03-01,American Express,312
2017-03-01,U.S. Bank,142
2017-03-01,Wells Fargo Bank,757
2017-03-01,listing below.  There is no,236
2017-03-01,KeyBank,67
2017-03-01,Rockford Bell Credit Union,48
2017-03-01,Navy Federal Credit Union,106
2017-03-01,BMO Harris Bank,25
2017-03-01,TD Bank,55
2017-03-01,PNC BANK,125
2017-03-01,Associated Bank,25
2017-03-01,USAA Federal Savings Bank,82
2017-03-01,Security Service Federal Credit Union,26
2017-03-01,Regions Bank,47
2017-03-02,Citibank,167
2017-03-02,Chase,758
2017-03-02,Wells Fargo Bank,407
2017-03-02,listing below.  There is no,221
2017-03-02,Navy Federal Credit Union,105
2017-03-02,U.S. Bank,98
2017-03-02,Bank of America,727
2017-03-02,Capital One,192
2017-03-02,American Express,193
2017-03-02,PNC BANK,86
2017-03-02,America First Credit Union,14
2017-03-02,SunTrust,23
2017-03-02,Elan Financial Services Fidelity,16
2017-03-02,BB&T Bank,18
2017-03-02,Fifth Third Bank,25
